Company Name,Year,Equity Share Capital,Reserves And Surplus,Total Shareholders Funds,Total Non-Current Liabilities,Total Current Liabilities,Total Capital And Liabilities,Total Revenue,Total Expenses,Profit/Loss Before Tax,Current Tax,Profit/Loss For The Period,Basic Eps (Rs.),Equity Share Dividend,Pbdit Margin (%),Net Profit Margin (%),Return On Networth/Equity (%),Return On Capital Employed (%),Total Debt/Equity (X),Current Ratio (X),Dividend Payout Ratio (Np) (%),Earnings Retention Ratio (%),Score,Comment
Greaves Cotton Ltd.,Mar 18,48.84,916.11,964.95,27.53,353.71,1346.19,707.61,1346.19,1792.1,1837.71,0.81,52.44,1590.01,295.16,90.09,202.19,8.0,134.31,19.44,11.0,20.95,29.82,0.4,2.0,66.43,33.57,850,"ROE Score : 150
 ROTC Score: 200
 Operation Margin score: 50
 Net Profit Margin Score: 50
 Current Ratio score: 100
 Debt to NetProfit : 0.1361590583114892 and Score: 200
 Share Count Reduction Check score : 0
 Business Growth score: 100
 TOTAL SCORE: 850"
Greaves Cotton Ltd.,Mar 17,48.84,876.45,925.29,19.48,305.1,1249.87,631.39,1249.87,1634.44,1684.93,0.81,46.89,1438.75,252.16,69.77,180.66,7.0,122.11,18.35,10.72,19.52,26.78,0.35,2.07,67.59,32.41,800,"ROE Score : 100
 ROTC Score: 200
 Operation Margin score: 50
 Net Profit Margin Score: 50
 Current Ratio score: 100
 Debt to NetProfit : 0.10782685707959704 and Score: 200
 Share Count Reduction Check score : 0
 Business Growth score: 100
 TOTAL SCORE: 800"
Greaves Cotton Ltd.,Mar 16,48.84,842.29,891.13,26.88,259.48,1177.49,582.46,1177.49,1616.09,1664.59,1.01,45.62,1395.29,296.14,86.57,200.88,8.0,165.36,21.21,12.07,22.54,32.37,0.32,2.24,82.32,17.68,950,"ROE Score : 150
 ROTC Score: 200
 Operation Margin score: 100
 Net Profit Margin Score: 100
 Current Ratio score: 100
 Debt to NetProfit : 0.13381123058542413 and Score: 200
 Share Count Reduction Check score : 0
 Business Growth score: 100
 TOTAL SCORE: 950"
Greaves Cotton Ltd.,Mar 15,48.84,770.32,823.07,26.97,310.63,1160.67,800.29,1160.67,1697.71,1722.63,2.37,47.65,1548.64,110.95,44.23,83.63,3.0,61.05,9.48,4.85,10.16,13.33,0.41,2.58,73.0,27.0,450,"ROE Score : 0
 ROTC Score: 50
 Operation Margin score: 0
 Net Profit Margin Score: 0
 Current Ratio score: 100
 Debt to NetProfit : 0.322491928733708 and Score: 200
 Share Count Reduction Check score : 0
 Business Growth score: 100
 TOTAL SCORE: 450"
AIA Engineering Ltd.,Mar 19,18.86,3494.84,3513.71,111.17,398.61,4032.78,3056.86,4032.78,3069.5,3190.39,7.55,78.85,2495.99,694.4,171.16,511.44,54.0,0.0,25.44,16.03,14.56,19.32,0.15,7.67,0.0,100.0,800,"ROE Score : 50
 ROTC Score: 100
 Operation Margin score: 100
 Net Profit Margin Score: 100
 Current Ratio score: 100
 Debt to NetProfit : 0.21736665102455813 and Score: 200
 Share Count Reduction Check score : 0
 Business Growth score: 150
 TOTAL SCORE: 800"
AIA Engineering Ltd.,Mar 18,18.86,2990.44,3009.31,82.22,458.09,3558.52,2697.1,3558.52,2445.13,2566.95,6.93,65.58,1981.94,585.01,148.88,443.62,47.0,113.31,26.89,17.28,14.74,19.09,0.18,5.89,25.54,74.46,800,"ROE Score : 50
 ROTC Score: 100
 Operation Margin score: 100
 Net Profit Margin Score: 100
 Current Ratio score: 100
 Debt to NetProfit : 0.18533880348045625 and Score: 200
 Share Count Reduction Check score : 0
 Business Growth score: 150
 TOTAL SCORE: 800"
AIA Engineering Ltd.,Mar 17,18.86,2698.39,2717.25,79.41,385.45,3190.13,2409.2,3190.13,2246.01,2350.37,4.49,72.48,1688.33,662.04,173.67,457.21,48.0,37.73,32.9,19.45,16.83,23.76,0.17,6.25,8.25,91.75,1000,"ROE Score : 100
 ROTC Score: 150
 Operation Margin score: 150
 Net Profit Margin Score: 150
 Current Ratio score: 100
 Debt to NetProfit : 0.17368386518230136 and Score: 200
 Share Count Reduction Check score : 0
 Business Growth score: 150
 TOTAL SCORE: 1000"
AIA Engineering Ltd.,Mar 16,18.86,2303.79,2322.66,85.31,369.1,2784.66,2053.95,2784.66,2098.39,2200.33,4.87,65.52,1559.47,640.86,163.94,456.79,48.0,245.39,33.9,20.76,19.67,26.73,0.2,5.56,53.72,46.28,1050,"ROE Score : 100
 ROTC Score: 200
 Operation Margin score: 150
 Net Profit Margin Score: 150
 Current Ratio score: 100
 Debt to NetProfit : 0.186759780205346 and Score: 200
 Share Count Reduction Check score : 0
 Business Growth score: 150
 TOTAL SCORE: 1050"
AIA Engineering Ltd.,Mar 15,18.86,2064.65,2083.61,88.7,368.76,2548.8,1906.34,2548.8,2183.64,2266.85,3.94,69.75,1672.52,594.34,167.19,430.93,46.0,75.58,30.59,19.01,20.68,27.44,0.22,5.17,17.54,82.46,1100,"ROE Score : 150
 ROTC Score: 200
 Operation Margin score: 150
 Net Profit Margin Score: 150
 Current Ratio score: 100
 Debt to NetProfit : 0.20583389413593856 and Score: 200
 Share Count Reduction Check score : 0
 Business Growth score: 150
 TOTAL SCORE: 1100"
GMM Pfaudler Ltd.,Mar 20,2.92,340.0,342.93,36.11,164.46,543.49,389.94,543.49,591.07,596.83,3.49,21.12,504.54,92.29,21.16,71.13,49.0,0.0,19.78,11.92,20.74,25.27,0.58,2.37,0.0,100.0,950,"ROE Score : 150
 ROTC Score: 200
 Operation Margin score: 50
 Net Profit Margin Score: 50
 Current Ratio score: 100
 Debt to NetProfit : 0.5076620272740053 and Score: 200
 Share Count Reduction Check score : 0
 Business Growth score: 200
 TOTAL SCORE: 950"
GMM Pfaudler Ltd.,Mar 19,2.92,266.01,268.93,20.79,144.66,434.38,344.94,434.38,502.64,511.09,1.17,10.97,437.82,73.27,22.38,50.58,35.0,7.16,16.99,9.9,18.81,25.69,0.62,2.38,14.16,85.84,900,"ROE Score : 100
 ROTC Score: 200
 Operation Margin score: 50
 Net Profit Margin Score: 50
 Current Ratio score: 100
 Debt to NetProfit : 0.4110320284697509 and Score: 200
 Share Count Reduction Check score : 0
 Business Growth score: 200
 TOTAL SCORE: 900"
GMM Pfaudler Ltd.,Mar 18,2.92,224.83,227.75,17.32,147.26,392.33,311.79,392.33,405.7,415.09,1.03,9.79,354.44,60.65,15.46,42.68,29.0,3.07,17.62,10.28,18.74,25.17,0.72,2.12,7.19,92.81,900,"ROE Score : 100
 ROTC Score: 200
 Operation Margin score: 50
 Net Profit Margin Score: 50
 Current Ratio score: 100
 Debt to NetProfit : 0.40581068416119964 and Score: 200
 Share Count Reduction Check score : 0
 Business Growth score: 200
 TOTAL SCORE: 900"
GMM Pfaudler Ltd.,Mar 17,2.92,190.9,193.82,10.83,113.78,318.42,253.09,318.42,353.03,358.72,0.9,8.23,314.66,44.06,15.03,31.12,21.0,3.07,15.07,8.68,16.06,21.97,0.64,2.22,9.87,90.13,850,"ROE Score : 100
 ROTC Score: 150
 Operation Margin score: 50
 Net Profit Margin Score: 50
 Current Ratio score: 100
 Debt to NetProfit : 0.3480077120822622 and Score: 200
 Share Count Reduction Check score : 0
 Business Growth score: 200
 TOTAL SCORE: 850"
GMM Pfaudler Ltd.,Mar 16,2.92,163.91,166.83,3.78,85.02,255.64,191.65,255.64,292.08,295.72,0.69,8.12,265.92,29.8,9.87,20.12,14.0,4.39,13.22,6.8,12.06,17.87,0.53,2.25,21.82,78.18,700,"ROE Score : 50
 ROTC Score: 100
 Operation Margin score: 50
 Net Profit Margin Score: 0
 Current Ratio score: 100
 Debt to NetProfit : 0.18787276341948309 and Score: 200
 Share Count Reduction Check score : 0
 Business Growth score: 200
 TOTAL SCORE: 700"
KSB Ltd.,Dec 19,34.8,793.9,828.7,42.4,564.7,1435.8,987.0,1435.8,1293.9,1317.0,5.3,45.7,1194.6,135.1,39.8,95.3,29.0,0.0,14.38,7.24,11.5,16.12,0.73,1.75,0.0,100.0,750,"ROE Score : 0
 ROTC Score: 100
 Operation Margin score: 50
 Net Profit Margin Score: 50
 Current Ratio score: 100
 Debt to NetProfit : 0.44491080797481636 and Score: 200
 Share Count Reduction Check score : 100
 Business Growth score: 150
 TOTAL SCORE: 750"
KSB Ltd.,Dec 18,34.81,722.96,757.76,36.58,455.61,1249.95,806.27,1249.95,1093.07,1113.1,3.75,39.67,1008.15,104.95,36.75,67.29,21.0,20.89,13.57,6.05,8.88,13.68,0.65,1.77,31.04,68.96,650,"ROE Score : 0
 ROTC Score: 50
 Operation Margin score: 50
 Net Profit Margin Score: 0
 Current Ratio score: 100
 Debt to NetProfit : 0.5436171793728637 and Score: 200
 Share Count Reduction Check score : 100
 Business Growth score: 150
 TOTAL SCORE: 650"
KSB Ltd.,Dec 17,34.81,675.61,710.42,37.34,329.43,1077.19,635.63,1077.19,944.34,974.02,3.55,30.88,871.27,102.76,40.56,65.71,20.0,19.14,14.53,6.75,9.25,14.22,0.52,1.93,29.13,70.87,650,"ROE Score : 0
 ROTC Score: 50
 Operation Margin score: 50
 Net Profit Margin Score: 0
 Current Ratio score: 100
 Debt to NetProfit : 0.5682544513772638 and Score: 200
 Share Count Reduction Check score : 100
 Business Growth score: 150
 TOTAL SCORE: 650"
KSB Ltd.,Dec 16,34.81,610.3,645.1,43.21,324.79,1013.11,637.73,1013.11,827.91,851.91,1.72,29.36,759.91,92.0,34.18,60.36,19.0,19.14,14.87,7.09,9.36,13.62,0.57,1.96,31.71,68.29,700,"ROE Score : 0
 ROTC Score: 50
 Operation Margin score: 50
 Net Profit Margin Score: 50
 Current Ratio score: 100
 Debt to NetProfit : 0.7158714380384361 and Score: 200
 Share Count Reduction Check score : 100
 Business Growth score: 150
 TOTAL SCORE: 700"
KSB Ltd.,Dec 15,34.81,568.04,602.85,36.49,311.35,950.68,628.94,950.68,820.73,844.79,1.74,27.77,744.3,100.49,39.12,64.12,20.0,19.14,15.84,7.59,10.64,15.99,0.58,2.02,29.85,70.15,750,"ROE Score : 0
 ROTC Score: 100
 Operation Margin score: 50
 Net Profit Margin Score: 50
 Current Ratio score: 100
 Debt to NetProfit : 0.569089207735496 and Score: 200
 Share Count Reduction Check score : 100
 Business Growth score: 150
 TOTAL SCORE: 750"
CMI FPE Ltd.,Mar 19,4.94,186.01,190.95,17.6,379.4,587.95,496.08,587.95,496.24,517.55,0.1,5.78,470.52,47.03,9.03,35.1,71.08,1.98,10.66,6.78,18.38,22.6,2.08,1.31,5.64,94.36,700,"ROE Score : 100
 ROTC Score: 150
 Operation Margin score: 0
 Net Profit Margin Score: 0
 Current Ratio score: 100
 Debt to NetProfit : 0.5014245014245015 and Score: 200
 Share Count Reduction Check score : 0
 Business Growth score: 150
 TOTAL SCORE: 700"
CMI FPE Ltd.,Mar 18,4.94,152.83,157.77,43.72,213.58,415.06,333.91,415.06,305.35,321.62,0.91,5.92,308.37,13.25,2.02,6.72,13.61,0.0,6.58,2.09,4.26,7.03,1.63,1.56,0.0,100.0,350,"ROE Score : 0
 ROTC Score: 0
 Operation Margin score: 0
 Net Profit Margin Score: 0
 Current Ratio score: 100
 Debt to NetProfit : 6.505952380952381 and Score: 100
 Share Count Reduction Check score : 0
 Business Growth score: 150
 TOTAL SCORE: 350"
CMI FPE Ltd.,Mar 17,4.94,147.01,151.95,4.62,123.76,280.33,194.27,280.33,153.81,167.94,1.03,5.19,160.08,7.86,1.17,5.79,11.73,0.0,9.15,3.45,3.81,5.68,0.84,1.57,0.0,100.0,450,"ROE Score : 0
 ROTC Score: 0
 Operation Margin score: 0
 Net Profit Margin Score: 0
 Current Ratio score: 100
 Debt to NetProfit : 0.7979274611398964 and Score: 200
 Share Count Reduction Check score : 0
 Business Growth score: 150
 TOTAL SCORE: 450"
CMI FPE Ltd.,Mar 16,4.94,145.76,150.7,15.96,117.05,283.71,196.65,283.71,205.38,214.49,2.37,5.79,209.24,19.59,0.23,13.12,26.58,0.0,13.51,6.12,8.71,13.18,0.88,1.68,0.0,100.0,500,"ROE Score : 0
 ROTC Score: 50
 Operation Margin score: 50
 Net Profit Margin Score: 0
 Current Ratio score: 100
 Debt to NetProfit : 1.2164634146341464 and Score: 150
 Share Count Reduction Check score : 0
 Business Growth score: 150
 TOTAL SCORE: 500"
CMI FPE Ltd.,Mar 15,4.94,133.57,138.5,25.84,189.12,353.46,254.24,353.46,219.33,240.93,4.3,6.5,238.56,7.93,1.5,9.47,19.18,0.0,8.54,3.93,6.84,7.44,1.55,1.34,0.0,100.0,400,"ROE Score : 0
 ROTC Score: 0
 Operation Margin score: 0
 Net Profit Margin Score: 0
 Current Ratio score: 100
 Debt to NetProfit : 2.7286166842661035 and Score: 150
 Share Count Reduction Check score : 0
 Business Growth score: 150
 TOTAL SCORE: 400"
Triton Valves Ltd.,Mar 19,0.99,71.36,72.35,6.46,66.87,145.69,75.83,145.69,242.53,243.37,5.17,10.85,239.2,4.16,0.87,3.45,34.86,1.49,8.32,1.42,4.77,11.84,1.01,1.13,43.19,56.81,300,"ROE Score : 0
 ROTC Score: 0
 Operation Margin score: 0
 Net Profit Margin Score: 0
 Current Ratio score: 100
 Debt to NetProfit : 1.872463768115942 and Score: 150
 Share Count Reduction Check score : 0
 Business Growth score: 50
 TOTAL SCORE: 300"
Triton Valves Ltd.,Mar 18,0.99,69.69,70.68,16.88,64.79,152.35,80.26,152.35,220.79,222.7,4.96,10.48,213.88,8.82,3.7,6.54,66.03,1.49,10.99,2.94,9.25,15.74,1.16,1.24,22.78,77.22,400,"ROE Score : 0
 ROTC Score: 100
 Operation Margin score: 0
 Net Profit Margin Score: 0
 Current Ratio score: 100
 Debt to NetProfit : 2.5810397553516817 and Score: 150
 Share Count Reduction Check score : 0
 Business Growth score: 50
 TOTAL SCORE: 400"
Triton Valves Ltd.,Mar 17,0.99,64.83,65.82,17.8,52.24,135.86,65.26,135.86,186.88,189.06,4.95,9.91,178.22,10.84,2.2,8.68,87.69,1.19,13.75,4.59,13.19,18.88,1.06,1.25,13.71,86.29,500,"ROE Score : 50
 ROTC Score: 100
 Operation Margin score: 50
 Net Profit Margin Score: 0
 Current Ratio score: 100
 Debt to NetProfit : 2.0506912442396317 and Score: 150
 Share Count Reduction Check score : 0
 Business Growth score: 50
 TOTAL SCORE: 500"
Triton Valves Ltd.,Mar 16,0.99,56.12,57.11,17.01,55.67,129.79,63.18,129.79,165.44,165.59,4.96,7.74,156.82,8.77,2.09,6.97,70.42,1.19,12.98,4.21,12.2,18.52,1.27,1.13,17.07,82.93,500,"ROE Score : 50
 ROTC Score: 100
 Operation Margin score: 50
 Net Profit Margin Score: 0
 Current Ratio score: 100
 Debt to NetProfit : 2.440459110473458 and Score: 150
 Share Count Reduction Check score : 0
 Business Growth score: 50
 TOTAL SCORE: 500"
Triton Valves Ltd.,Mar 15,0.99,50.57,51.56,7.84,61.2,120.6,62.06,120.6,169.5,169.83,6.58,7.97,160.05,9.78,3.17,7.41,74.82,1.19,14.35,4.36,14.37,27.54,1.34,1.01,16.06,83.94,600,"ROE Score : 50
 ROTC Score: 200
 Operation Margin score: 50
 Net Profit Margin Score: 0
 Current Ratio score: 100
 Debt to NetProfit : 1.058029689608637 and Score: 150
 Share Count Reduction Check score : 0
 Business Growth score: 50
 TOTAL SCORE: 600"
Josts Engineers Company Ltd.,Mar 19,0.93,24.05,24.98,13.79,46.46,88.69,62.36,88.69,112.45,113.04,2.62,2.07,110.78,2.26,0.75,2.87,31.0,0.22,6.18,2.54,11.49,11.56,2.41,1.34,7.67,92.33,300,"ROE Score : 0
 ROTC Score: 0
 Operation Margin score: 0
 Net Profit Margin Score: 0
 Current Ratio score: 100
 Debt to NetProfit : 4.804878048780488 and Score: 150
 Share Count Reduction Check score : 0
 Business Growth score: 50
 TOTAL SCORE: 300"
Josts Engineers Company Ltd.,Mar 18,0.93,21.02,21.95,7.48,40.7,72.0,59.56,72.0,91.91,92.3,1.92,1.24,90.8,1.51,0.3,1.68,20.0,0.09,5.08,1.82,7.65,10.96,2.19,1.46,5.36,94.64,300,"ROE Score : 0
 ROTC Score: 0
 Operation Margin score: 0
 Net Profit Margin Score: 0
 Current Ratio score: 100
 Debt to NetProfit : 4.4523809523809526 and Score: 150
 Share Count Reduction Check score : 0
 Business Growth score: 50
 TOTAL SCORE: 300"
Thermax Ltd.,Mar 19,22.52,2991.77,3014.29,131.84,3653.81,6799.94,4737.12,6799.94,5973.17,6123.05,14.32,92.02,5622.07,411.44,194.0,326.5,29.0,67.57,8.67,5.33,10.83,13.53,1.26,1.3,20.7,79.3,550,"ROE Score : 0
 ROTC Score: 50
 Operation Margin score: 0
 Net Profit Margin Score: 0
 Current Ratio score: 100
 Debt to NetProfit : 0.4037978560490046 and Score: 200
 Share Count Reduction Check score : 100
 Business Growth score: 100
 TOTAL SCORE: 550"
Thermax Ltd.,Mar 18,22.52,2692.22,2714.74,151.55,3078.74,5945.03,4101.56,5945.03,4464.88,4581.27,12.85,82.44,4159.23,422.04,158.99,256.29,21.0,67.84,11.59,5.59,9.44,15.17,1.19,1.33,26.47,73.53,600,"ROE Score : 0
 ROTC Score: 100
 Operation Margin score: 0
 Net Profit Margin Score: 0
 Current Ratio score: 100
 Debt to NetProfit : 0.5913223301728511 and Score: 200
 Share Count Reduction Check score : 100
 Business Growth score: 100
 TOTAL SCORE: 600"
Thermax Ltd.,Mar 17,22.52,2515.1,2537.62,156.23,2365.23,5060.47,3297.36,5060.47,4483.08,4597.13,9.71,81.9,4141.7,437.59,154.85,281.6,20.0,67.84,11.8,6.13,11.1,16.6,0.99,1.39,24.09,75.91,600,"ROE Score : 0
 ROTC Score: 100
 Operation Margin score: 0
 Net Profit Margin Score: 0
 Current Ratio score: 100
 Debt to NetProfit : 0.554794034090909 and Score: 200
 Share Count Reduction Check score : 100
 Business Growth score: 100
 TOTAL SCORE: 600"
Thermax Ltd.,Mar 16,22.52,2393.64,2416.16,149.57,2615.29,5181.02,3610.0,5181.02,5144.96,5267.37,12.19,72.24,4800.27,467.1,186.3,323.16,25.0,78.83,10.72,6.14,13.37,18.68,1.14,1.38,24.39,75.61,650,"ROE Score : 50
 ROTC Score: 100
 Operation Margin score: 0
 Net Profit Margin Score: 0
 Current Ratio score: 100
 Debt to NetProfit : 0.4628357469983908 and Score: 200
 Share Count Reduction Check score : 100
 Business Growth score: 100
 TOTAL SCORE: 650"
Thermax Ltd.,Mar 15,23.83,2122.58,2146.41,567.81,3036.08,5828.31,4044.19,5828.31,5395.53,5516.43,81.95,134.12,5148.05,318.96,209.08,148.13,18.0,83.41,9.92,2.69,6.9,14.36,1.68,1.33,56.31,43.69,500,"ROE Score : 0
 ROTC Score: 50
 Operation Margin score: 0
 Net Profit Margin Score: 0
 Current Ratio score: 100
 Debt to NetProfit : 3.833187065415513 and Score: 150
 Share Count Reduction Check score : 100
 Business Growth score: 100
 TOTAL SCORE: 500"
ICICI Lombard General Insurance Company Ltd.,Mar 19,454.31,4946.05,5400.36,743.52,27258.74,33402.62,12137.63,33402.62,1691.42,1705.72,40.01,0.0,107.31,1598.42,639.0,1049.26,23.11,227.01,96.87,61.51,19.43,26.67,5.19,0.45,21.64,78.36,850,"ROE Score : 100
 ROTC Score: 200
 Operation Margin score: 200
 Net Profit Margin Score: 200
 Current Ratio score: -100
 Debt to NetProfit : 0.7086136896479424 and Score: 200
 Share Count Reduction Check score : -100
 Business Growth score: 150
 TOTAL SCORE: 850"
ICICI Lombard General Insurance Company Ltd.,Mar 18,453.95,4272.96,4726.91,1033.12,23989.62,29749.66,12343.26,29749.66,1329.6,1337.75,40.01,0.0,141.52,1196.23,458.7,861.78,19.01,68.0,92.98,64.42,18.23,21.46,5.29,0.51,7.89,92.11,750,"ROE Score : 100
 ROTC Score: 150
 Operation Margin score: 200
 Net Profit Margin Score: 200
 Current Ratio score: -100
 Debt to NetProfit : 1.1988210448142216 and Score: 150
 Share Count Reduction Check score : -100
 Business Growth score: 150
 TOTAL SCORE: 750"
ICICI Lombard General Insurance Company Ltd.,Mar 17,451.15,3448.68,3899.83,987.71,18462.06,23350.88,9742.31,23350.88,1016.48,1018.49,27.08,0.0,108.39,910.1,201.72,701.88,15.66,157.1,92.2,68.91,18.0,19.17,4.99,0.53,22.38,77.62,700,"ROE Score : 100
 ROTC Score: 100
 Operation Margin score: 200
 Net Profit Margin Score: 200
 Current Ratio score: -100
 Debt to NetProfit : 1.4072348549609621 and Score: 150
 Share Count Reduction Check score : -100
 Business Growth score: 150
 TOTAL SCORE: 700"
ICICI Lombard General Insurance Company Ltd.,Mar 16,447.54,2848.46,3296.0,248.5,13569.73,17114.23,194.8,17114.23,709.8,724.22,0.0,0.0,19.42,704.8,226.44,505.34,11.3,134.17,99.3,69.78,15.33,19.88,4.19,0.01,26.55,73.45,750,"ROE Score : 100
 ROTC Score: 100
 Operation Margin score: 200
 Net Profit Margin Score: 200
 Current Ratio score: -100
 Debt to NetProfit : 0.49174812997190015 and Score: 200
 Share Count Reduction Check score : -100
 Business Growth score: 150
 TOTAL SCORE: 750"
ICICI Lombard General Insurance Company Ltd.,Mar 15,446.59,2507.41,2954.0,287.22,11404.29,14645.71,141.69,14645.71,740.35,742.44,0.0,0.0,37.71,704.73,221.72,585.32,13.14,89.12,95.19,78.84,19.81,21.74,3.96,0.01,15.23,84.77,800,"ROE Score : 100
 ROTC Score: 150
 Operation Margin score: 200
 Net Profit Margin Score: 200
 Current Ratio score: -100
 Debt to NetProfit : 0.4907059386318595 and Score: 200
 Share Count Reduction Check score : -100
 Business Growth score: 150
 TOTAL SCORE: 800"
Godrej Agrovet Ltd.,Mar 20,192.04,1646.1,1838.14,269.2,2210.24,4700.04,2132.35,4700.04,6964.04,7010.86,41.63,148.07,6665.25,335.69,48.05,287.64,16.0,0.0,7.54,4.1,15.65,15.15,1.35,0.96,0.0,100.0,300,"ROE Score : 100
 ROTC Score: 100
 Operation Margin score: 0
 Net Profit Margin Score: 0
 Current Ratio score: -100
 Debt to NetProfit : 0.9358920873313865 and Score: 200
 Share Count Reduction Check score : -100
 Business Growth score: 100
 TOTAL SCORE: 300"
Godrej Agrovet Ltd.,Mar 19,192.03,1456.95,1648.98,300.43,1883.24,4233.61,1864.27,4233.61,5870.74,5923.85,33.89,98.17,5546.96,465.19,107.21,337.22,17.0,86.41,10.17,5.69,20.45,21.23,1.32,0.99,25.62,74.38,400,"ROE Score : 150
 ROTC Score: 150
 Operation Margin score: 0
 Net Profit Margin Score: 0
 Current Ratio score: -100
 Debt to NetProfit : 0.8909020817270624 and Score: 200
 Share Count Reduction Check score : -100
 Business Growth score: 100
 TOTAL SCORE: 400"
Godrej Agrovet Ltd.,Mar 18,192.03,1219.34,1411.37,207.66,1653.06,3541.37,1577.5,3541.37,5185.52,5217.33,45.31,85.92,4873.71,355.67,111.58,234.96,12.0,83.31,9.39,4.5,16.65,21.23,1.32,0.95,35.46,64.54,350,"ROE Score : 100
 ROTC Score: 150
 Operation Margin score: 0
 Net Profit Margin Score: 0
 Current Ratio score: -100
 Debt to NetProfit : 0.8838100102145046 and Score: 200
 Share Count Reduction Check score : -100
 Business Growth score: 100
 TOTAL SCORE: 350"
Godrej Agrovet Ltd.,Mar 17,185.13,823.65,1008.79,242.47,1709.11,3214.43,1421.71,3214.43,4911.09,4970.09,86.34,74.66,4634.08,356.01,74.06,254.36,13.0,0.0,10.53,5.12,25.21,29.39,1.93,0.83,0.0,100.0,500,"ROE Score : 200
 ROTC Score: 200
 Operation Margin score: 0
 Net Profit Margin Score: 0
 Current Ratio score: -100
 Debt to NetProfit : 0.9532552288095612 and Score: 200
 Share Count Reduction Check score : -100
 Business Growth score: 100
 TOTAL SCORE: 500"
Godrej Agrovet Ltd.,Mar 16,92.57,690.51,783.08,222.46,1885.99,3124.44,1467.1,3124.44,3750.16,3814.11,97.67,52.37,3600.68,301.94,47.98,228.54,14.0,41.13,12.05,5.99,29.18,32.27,2.69,0.78,18.0,82.0,550,"ROE Score : 200
 ROTC Score: 200
 Operation Margin score: 50
 Net Profit Margin Score: 0
 Current Ratio score: -100
 Debt to NetProfit : 0.9733963419970246 and Score: 200
 Share Count Reduction Check score : -100
 Business Growth score: 100
 TOTAL SCORE: 550"
Kirloskar Ferrous Industries Ltd.,Mar 19,68.82,586.28,658.11,137.51,594.33,1389.95,661.09,1389.95,2159.15,2164.68,16.47,54.2,2017.97,146.71,37.67,98.11,7.14,30.94,10.07,4.53,14.91,20.51,1.11,1.11,31.54,68.46,500,"ROE Score : 50
 ROTC Score: 150
 Operation Margin score: 0
 Net Profit Margin Score: 0
 Current Ratio score: 100
 Debt to NetProfit : 1.4015900519824687 and Score: 150
 Share Count Reduction Check score : -100
 Business Growth score: 150
 TOTAL SCORE: 500"
